Date,Plot,Depth,Ring,CO2 Treatment,Nitrogen Treatment,CountOfSpecies,CountOfGroup,Experiment,monospecies,Monogroup,Bulk Density (g/cm^3)
7/7/2003,148,20-40,3,Cenrich,Namb,4,3,M,,,1.424885236
7/7/2003,148,40-60,3,Cenrich,Namb,4,3,M,,,1.656774454
7/7/2003,149,40-60,3,Cenrich,Nenrich,9,4,M,,,1.697231721
7/7/2003,149,20-40,3,Cenrich,Nenrich,9,4,M,,,1.562785313
7/7/2003,150,20-40,3,Cenrich,Namb,4,1,S,,Legume,1.520601211
7/7/2003,150,40-60,3,Cenrich,Namb,4,1,S,,Legume,1.482364159
7/7/2003,151,20-40,3,Cenrich,Nenrich,16,4,M,,,1.598555458
7/7/2003,151,40-60,3,Cenrich,Nenrich,16,4,M,,,1.724861075
7/7/2003,152,40-60,3,Cenrich,Namb,4,1,S,,C-4,1.721900787
7/7/2003,152,20-40,3,Cenrich,Namb,4,1,S,,C-4,1.60669625
7/7/2003,153,20-40,3,Cenrich,Namb,1,1,M,Solidago rigida,Forb,1.403669839
7/7/2003,153,40-60,3,Cenrich,Namb,1,1,M,Solidago rigida,Forb,1.717953737
7/7/2003,154,40-60,3,Cenrich,Nenrich,4,4,S,,,1.645179993
7/7/2003,154,20-40,3,Cenrich,Nenrich,4,4,S,,,1.6291451
7/7/2003,155,40-60,3,Cenrich,Namb,4,4,S,,,1.438946603
7/7/2003,155,20-40,3,Cenrich,Namb,4,4,S,,,1.669849058
7/7/2003,156,40-60,3,Cenrich,Namb,4,2,M,,,1.474470058
7/7/2003,156,20-40,3,Cenrich,Namb,4,2,M,,,1.568212508
7/7/2003,157,20-40,3,Cenrich,Namb,4,1,S,,C-3,1.576106609
7/7/2003,157,40-60,3,Cenrich,Namb,4,1,S,,C-3,1.595101789
7/7/2003,158,20-40,3,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,1.847713022
7/7/2003,158,40-60,3,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,1.448320848
7/7/2003,159,20-40,3,Cenrich,Namb,1,1,M,Achillea millefolium,Forb,1.785300286
7/7/2003,159,40-60,3,Cenrich,Namb,1,1,M,Achillea millefolium,Forb,1.540089773
7/7/2003,160,40-60,3,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,1.386894875
7/7/2003,160,20-40,3,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,1.684157116
7/7/2003,161,20-40,3,Cenrich,Nenrich,9,4,M,,,1.610643301
7/7/2003,161,40-60,3,Cenrich,Nenrich,9,4,M,,,1.412304012
7/7/2003,162,20-40,3,Cenrich,Nenrich,4,3,M,,,1.692297908
7/7/2003,162,40-60,3,Cenrich,Nenrich,4,3,M,,,1.393802213
7/7/2003,163,40-60,3,Cenrich,Namb,16,4,M,,,1.427352142
7/7/2003,163,20-40,3,Cenrich,Namb,16,4,M,,,1.70783942
7/7/2003,164,40-60,3,Cenrich,Namb,4,4,M,,,1.410330487
7/7/2003,164,20-40,3,Cenrich,Namb,4,4,M,,,1.592881573
7/7/2003,165,40-60,3,Cenrich,Nenrich,9,3,M,,,1.716226902
7/7/2003,165,20-40,3,Cenrich,Nenrich,9,3,M,,,1.628158337
7/7/2003,166,40-60,3,Cenrich,Nenrich,9,4,M,,,1.387634947
7/7/2003,166,20-40,3,Cenrich,Nenrich,9,4,M,,,1.613850279
7/7/2003,167,40-60,3,Cenrich,Nenrich,4,3,M,,,1.778146257
7/7/2003,167,20-40,3,Cenrich,Nenrich,4,3,M,,,1.708332801
7/7/2003,168,40-60,3,Cenrich,Nenrich,4,1,S,,C-3,1.434752862
7/7/2003,168,20-40,3,Cenrich,Nenrich,4,1,S,,C-3,1.783573451
7/7/2003,169,20-40,3,Cenrich,Namb,1,1,M,Amorpha canescens,Legume,1.620757618
7/7/2003,169,40-60,3,Cenrich,Namb,1,1,M,Amorpha canescens,Legume,1.430805812
7/7/2003,170,40-60,3,Cenrich,Namb,9,4,M,,,1.642959777
7/7/2003,170,20-40,3,Cenrich,Namb,9,4,M,,,1.821070431
7/7/2003,171,40-60,3,Cenrich,Nenrich,9,4,M,,,1.750516903
7/7/2003,171,20-40,3,Cenrich,Nenrich,9,4,M,,,1.557111428
7/7/2003,172,20-40,3,Cenrich,Namb,4,1,S,,Forb,1.120222274
7/7/2003,172,40-60,3,Cenrich,Namb,4,1,S,,Forb,1.559825025
7/7/2003,173,40-60,3,Cenrich,Namb,16,4,M,,,1.666395389
7/7/2003,173,20-40,3,Cenrich,Namb,16,4,M,,,1.858814102
7/7/2003,174,40-60,3,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,1.855113742
7/7/2003,174,20-40,3,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,1.649373734
7/7/2003,175,40-60,3,Cenrich,Nenrich,16,4,M,,,1.586220926
7/7/2003,175,20-40,3,Cenrich,Nenrich,16,4,M,,,1.361239046
7/7/2003,176,40-60,3,Cenrich,Nenrich,4,3,M,,,1.43771315
7/7/2003,176,20-40,3,Cenrich,Nenrich,4,3,M,,,1.32497552
7/7/2003,177,20-40,3,Cenrich,Namb,9,4,M,,,1.307953864
7/7/2003,177,40-60,3,Cenrich,Namb,9,4,M,,,1.210511055
7/7/2003,178,20-40,3,Cenrich,Namb,4,3,M,,,1.629885172
7/7/2003,178,40-60,3,Cenrich,Namb,4,3,M,,,1.44536056
7/7/2003,179,40-60,3,Cenrich,Namb,16,4,M,,,1.245047747
7/7/2003,179,20-40,3,Cenrich,Namb,16,4,M,,,1.617303948
7/7/2003,180,20-40,3,Cenrich,Nenrich,16,4,M,,,1.605462797
7/7/2003,180,40-60,3,Cenrich,Nenrich,16,4,M,,,1.018339033
7/7/2003,181,40-60,3,Cenrich,Nenrich,4,1,S,,Legume,1.285998396
7/7/2003,181,20-40,3,Cenrich,Nenrich,4,1,S,,Legume,1.375793795
7/7/2003,182,40-60,3,Cenrich,Namb,0,1,M,,,1.315107893
7/7/2003,182,20-40,3,Cenrich,Namb,0,1,M,,,1.549957399
7/7/2003,183,20-40,3,Cenrich,Nenrich,1,1,M,Poa pratensis,C-3,1.553164378
7/7/2003,183,40-60,3,Cenrich,Nenrich,1,1,M,Poa pratensis,C-3,1.360005593
7/7/2003,184,20-40,4,Camb,Namb,16,4,M,,,1.578080134
7/7/2003,184,40-60,4,Camb,Namb,16,4,M,,,1.643453158
7/7/2003,185,20-40,4,Camb,Nenrich,9,4,M,,,1.67798985
7/7/2003,185,40-60,4,Camb,Nenrich,9,4,M,,,1.574133083
7/7/2003,186,20-40,4,Camb,Nenrich,9,4,M,,,1.648140281
7/7/2003,186,40-60,4,Camb,Nenrich,9,4,M,,,1.564758838
7/7/2003,187,20-40,4,Camb,Namb,9,4,M,,,1.635805748
7/7/2003,187,40-60,4,Camb,Namb,9,4,M,,,1.781599926
7/7/2003,188,20-40,4,Camb,Namb,16,4,M,,,1.617303948
7/7/2003,188,40-60,4,Camb,Namb,16,4,M,,,1.668122224
7/7/2003,189,20-40,4,Camb,Namb,4,3,M,,,1.683417045
7/7/2003,189,40-60,4,Camb,Namb,4,3,M,,,1.707592729
7/7/2003,190,40-60,4,Camb,Namb,1,1,M,Lupinus perennis,Legume,1.272923791
7/7/2003,190,20-40,4,Camb,Namb,1,1,M,Lupinus perennis,Legume,1.481870778
7/7/2003,191,20-40,4,Camb,Namb,4,2,S,,,1.345944226
7/7/2003,191,40-60,4,Camb,Namb,4,2,S,,,1.595841861
7/7/2003,192,20-40,4,Camb,Namb,1,1,M,Asclepias tuberosa,Forb,1.764578271
7/7/2003,192,40-60,4,Camb,Namb,1,1,M,Asclepias tuberosa,Forb,1.577093371
7/7/2003,193,40-60,4,Camb,Nenrich,4,3,M,,,1.429325668
7/7/2003,193,20-40,4,Camb,Nenrich,4,3,M,,,1.647646899
7/7/2003,194,20-40,4,Camb,Nenrich,9,4,M,,,1.628158337
7/7/2003,194,40-60,4,Camb,Nenrich,9,4,M,,,1.485077756
7/7/2003,195,20-40,4,Camb,Nenrich,1,1,M,Koeleria cristata,C-3,1.354825089
7/7/2003,195,40-60,4,Camb,Nenrich,1,1,M,Koeleria cristata,C-3,1.40391653
7/7/2003,196,40-60,4,Camb,Nenrich,1,1,M,Amorpha canescens,Legume,1.400956242
7/7/2003,196,20-40,4,Camb,Nenrich,1,1,M,Amorpha canescens,Legume,1.412797394
7/7/2003,197,20-40,4,Camb,Nenrich,4,2,M,,,1.476443583
7/7/2003,197,40-60,4,Camb,Nenrich,4,2,M,,,1.393802213
7/7/2003,198,40-60,4,Camb,Namb,4,3,M,,,1.369873219
7/7/2003,198,20-40,4,Camb,Namb,4,3,M,,,1.328429189
7/7/2003,199,20-40,4,Camb,Namb,1,1,M,Solidago rigida,Forb,1.723874312
7/7/2003,199,40-60,4,Camb,Namb,1,1,M,Solidago rigida,Forb,1.422418329
7/7/2003,200,20-40,4,Camb,Namb,4,1,S,,Forb,1.53910301
7/7/2003,200,40-60,4,Camb,Namb,4,1,S,,Forb,0.829373989
7/7/2003,201,20-40,4,Camb,Namb,16,4,M,,,1.635559057
7/7/2003,201,40-60,4,Camb,Namb,16,4,M,,,1.299813073
7/7/2003,202,40-60,4,Camb,Namb,1,1,M,Bromus inermis,C-3,1.6291451
7/7/2003,202,20-40,4,Camb,Namb,1,1,M,Bromus inermis,C-3,1.602009128
7/7/2003,203,40-60,4,Camb,Nenrich,4,4,S,,,1.360005593
7/7/2003,203,20-40,4,Camb,Nenrich,4,4,S,,,1.621991071
7/7/2003,204,20-40,4,Camb,Nenrich,1,1,M,Bouteloua gracilis,C-4,1.672315965
7/7/2003,204,40-60,4,Camb,Nenrich,1,1,M,Bouteloua gracilis,C-4,1.716720283
7/7/2003,205,40-60,4,Camb,Nenrich,16,4,M,,,1.655047619
7/7/2003,205,20-40,4,Camb,Nenrich,16,4,M,,,1.736948917
7/7/2003,206,20-40,4,Camb,Nenrich,4,2,M,,,1.648880353
7/7/2003,206,40-60,4,Camb,Nenrich,4,2,M,,,1.567719126
7/7/2003,207,20-40,4,Camb,Nenrich,4,1,S,,C-4,1.669602368
7/7/2003,207,40-60,4,Camb,Nenrich,4,1,S,,C-4,1.654800928
7/7/2003,208,20-40,4,Camb,Nenrich,1,1,M,Petalostemum villosum,Legume,1.696985031
7/7/2003,208,40-60,4,Camb,Nenrich,1,1,M,Petalostemum villosum,Legume,1.368886457
7/7/2003,209,40-60,4,Camb,Namb,1,1,M,Amorpha canescens,Legume,1.486064519
7/7/2003,209,20-40,4,Camb,Namb,1,1,M,Amorpha canescens,Legume,1.400956242
7/7/2003,210,20-40,4,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,1.516900851
7/7/2003,210,40-60,4,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,1.35877214
7/7/2003,211,40-60,4,Camb,Namb,4,2,M,,,1.453501352
7/7/2003,211,20-40,4,Camb,Namb,4,2,M,,,1.564512148
7/7/2003,212,40-60,4,Camb,Nenrich,1,1,M,Lupinus perennis,Legume,1.333363002
7/7/2003,212,20-40,4,Camb,Nenrich,1,1,M,Lupinus perennis,Legume,1.350384657
7/7/2003,213,20-40,4,Camb,Nenrich,16,4,M,,,1.252201776
7/7/2003,213,40-60,4,Camb,Nenrich,16,4,M,,,1.487544663
7/7/2003,214,40-60,4,Camb,Nenrich,4,1,S,,Forb,1.485817828
7/7/2003,214,20-40,4,Camb,Nenrich,4,1,S,,Forb,1.570926105
7/7/2003,215,20-40,4,Camb,Nenrich,4,1,S,,C-3,1.521587973
7/7/2003,215,40-60,4,Camb,Nenrich,4,1,S,,C-3,1.35531847
7/7/2003,216,20-40,4,Camb,Namb,4,4,S,,,1.731028341
7/7/2003,216,40-60,4,Camb,Namb,4,4,S,,,1.41896466
7/7/2003,217,40-60,4,Camb,Namb,0,1,M,,,1.43031243
7/7/2003,217,20-40,4,Camb,Namb,0,1,M,,,1.517887614
7/7/2003,218,20-40,4,Camb,Nenrich,4,4,M,,,1.627418265
7/7/2003,218,40-60,4,Camb,Nenrich,4,4,M,,,1.15993947
7/7/2003,219,20-40,4,Camb,Nenrich,1,1,M,Andropogon gerardi,C-4,1.54280337
7/7/2003,219,40-60,4,Camb,Nenrich,1,1,M,Andropogon gerardi,C-4,1.59929553
7/7/2003,220,20-40,4,Camb,Namb,4,3,M,,,1.301539907
7/7/2003,220,40-60,4,Camb,Namb,4,3,M,,,1.347424369
7/7/2003,221,20-40,4,Camb,Namb,4,1,S,,C-4,1.408356962
7/7/2003,221,40-60,4,Camb,Namb,4,1,S,,C-4,1.551684234
7/7/2003,222,20-40,4,Camb,Namb,16,4,M,,,1.387388256
7/7/2003,222,40-60,4,Camb,Namb,16,4,M,,,1.416004372
7/7/2003,223,20-40,4,Camb,Namb,1,1,M,Achillea millefolium,Forb,1.650607187
7/7/2003,223,40-60,4,Camb,Namb,1,1,M,Achillea millefolium,Forb,1.160926233
7/7/2003,224,20-40,4,Camb,Nenrich,9,4,M,,,1.564265457
7/7/2003,224,40-60,4,Camb,Nenrich,9,4,M,,,1.676016325
7/7/2003,225,20-40,4,Camb,Nenrich,1,1,M,Agropyron repens,C-3,1.701918844
7/7/2003,225,40-60,4,Camb,Nenrich,1,1,M,Agropyron repens,C-3,1.22753271
7/7/2003,226,40-60,4,Camb,Namb,9,4,M,,,1.442646963
7/7/2003,226,20-40,4,Camb,Namb,9,4,M,,,1.534662578
7/7/2003,227,40-60,4,Camb,Namb,1,1,M,Bouteloua gracilis,C-4,1.58054704
7/7/2003,227,20-40,4,Camb,Namb,1,1,M,Bouteloua gracilis,C-4,1.653814166
7/7/2003,228,40-60,4,Camb,Namb,1,1,M,Poa pratensis,C-3,1.498892433
7/7/2003,228,20-40,4,Camb,Namb,1,1,M,Poa pratensis,C-3,1.741142658
7/7/2003,229,20-40,4,Camb,Namb,1,1,M,Anemone cylindrica,Forb,1.723380931
7/7/2003,229,40-60,4,Camb,Namb,1,1,M,Anemone cylindrica,Forb,1.577833443
7/7/2003,230,20-40,4,Camb,Namb,9,4,M,,,1.605956178
7/7/2003,230,40-60,4,Camb,Namb,9,4,M,,,1.440920129
7/7/2003,231,40-60,4,Camb,Namb,1,1,M,Schizachyrium scoparium,C-4,1.376040486
7/7/2003,231,20-40,4,Camb,Namb,1,1,M,Schizachyrium scoparium,C-4,1.784806905
7/7/2003,232,40-60,4,Camb,Nenrich,9,4,M,,,1.532442362
7/7/2003,232,20-40,4,Camb,Nenrich,9,4,M,,,1.623224524
7/7/2003,233,40-60,4,Camb,Namb,9,4,M,,,1.526275096
7/7/2003,233,20-40,4,Camb,Namb,9,4,M,,,1.554891212
7/7/2003,234,20-40,4,Camb,Nenrich,16,4,M,,,1.648633662
7/7/2003,234,40-60,4,Camb,Nenrich,16,4,M,,,1.150565225
7/7/2003,235,40-60,4,Camb,Namb,1,1,M,Agropyron repens,C-3,1.413784156
7/7/2003,235,20-40,4,Camb,Namb,1,1,M,Agropyron repens,C-3,1.509253441
7/7/2003,236,20-40,4,Camb,Nenrich,16,4,M,,,1.39626912
7/7/2003,236,40-60,4,Camb,Nenrich,16,4,M,,,1.913826118
7/7/2003,237,20-40,4,Camb,Nenrich,1,1,M,Anemone cylindrica,Forb,1.685143879
7/7/2003,237,40-60,4,Camb,Nenrich,1,1,M,Anemone cylindrica,Forb,1.641479633
7/7/2003,238,20-40,4,Camb,Nenrich,4,4,M,,,1.513447182
7/7/2003,238,40-60,4,Camb,Nenrich,4,4,M,,,1.453501352
7/7/2003,239,20-40,4,Camb,Namb,4,3,M,,,1.621250999
7/7/2003,239,40-60,4,Camb,Namb,4,3,M,,,1.404656602
7/7/2003,240,40-60,4,Camb,Nenrich,4,1,S,,Legume,1.664668555
7/7/2003,240,20-40,4,Camb,Nenrich,4,1,S,,Legume,1.612123445
7/7/2003,241,20-40,4,Camb,Nenrich,1,1,M,Lespedeza capitata,Legume,1.482117468
7/7/2003,241,40-60,4,Camb,Nenrich,1,1,M,Lespedeza capitata,Legume,1.648880353
7/7/2003,242,20-40,4,Camb,Namb,4,1,S,,Legume,1.91061914
7/7/2003,242,40-60,4,Camb,Namb,4,1,S,,Legume,1.374313651
7/7/2003,243,40-60,4,Camb,Namb,9,3,M,,,1.555877975
7/7/2003,243,20-40,4,Camb,Namb,9,3,M,,,1.265769762
7/7/2003,244,20-40,4,Camb,Namb,4,1,S,,C-3,1.451281136
7/7/2003,244,40-60,4,Camb,Namb,4,1,S,,C-3,1.752737119
7/7/2003,245,20-40,5,Cenrich,Nenrich,9,4,M,,,1.654307547
7/7/2003,245,40-60,5,Cenrich,Nenrich,9,4,M,,,1.467316029
7/7/2003,246,20-40,5,Cenrich,Nenrich,1,1,M,Poa pratensis,C-3,1.528495312
7/7/2003,246,40-60,5,Cenrich,Nenrich,1,1,M,Poa pratensis,C-3,1.498152361
7/7/2003,247,20-40,5,Cenrich,Nenrich,4,1,S,,C-4,1.517394232
7/7/2003,247,40-60,5,Cenrich,Nenrich,4,1,S,,C-4,1.517640923
7/7/2003,248,20-40,5,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,1.673796109
7/7/2003,248,40-60,5,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,1.581533803
7/7/2003,249,20-40,5,Cenrich,Nenrich,4,2,M,,,1.672069274
7/7/2003,249,40-60,5,Cenrich,Nenrich,4,2,M,,,1.533429125
7/7/2003,250,40-60,5,Cenrich,Namb,16,4,M,,,1.386401493
7/7/2003,250,20-40,5,Cenrich,Namb,16,4,M,,,1.656527763
7/7/2003,251,20-40,5,Cenrich,Nenrich,1,1,M,Andropogon gerardi,C-4,1.495932145
7/7/2003,251,40-60,5,Cenrich,Nenrich,1,1,M,Andropogon gerardi,C-4,1.486311209
7/7/2003,252,20-40,5,Cenrich,Namb,1,1,M,Andropogon gerardi,C-4,1.662695029
7/7/2003,252,40-60,5,Cenrich,Namb,1,1,M,Andropogon gerardi,C-4,1.521587973
7/7/2003,253,40-60,5,Cenrich,Nenrich,16,4,M,,,1.352111492
7/7/2003,253,20-40,5,Cenrich,Nenrich,16,4,M,,,1.642959777
7/7/2003,254,20-40,5,Cenrich,Namb,1,1,M,Schizachyrium scoparium,C-4,1.717953737
7/7/2003,254,40-60,5,Cenrich,Namb,1,1,M,Schizachyrium scoparium,C-4,1.370366601
7/7/2003,255,20-40,5,Cenrich,Namb,4,3,M,,,1.742622802
7/7/2003,255,40-60,5,Cenrich,Namb,4,3,M,,,1.645426683
7/7/2003,256,20-40,5,Cenrich,Nenrich,1,1,M,Lespedeza capitata,Legume,1.212731271
7/7/2003,256,40-60,5,Cenrich,Nenrich,1,1,M,Lespedeza capitata,Legume,1.583260638
7/7/2003,257,40-60,5,Cenrich,Namb,1,1,M,Achillea millefolium,Forb,1.23518012
7/7/2003,257,20-40,5,Cenrich,Namb,1,1,M,Achillea millefolium,Forb,1.310667462
7/7/2003,258,40-60,5,Cenrich,Nenrich,4,4,M,,,1.450787755
7/7/2003,258,20-40,5,Cenrich,Nenrich,4,4,M,,,0.888579747
7/7/2003,259,20-40,5,Cenrich,Nenrich,4,3,M,,,1.561058479
7/7/2003,259,40-60,5,Cenrich,Nenrich,4,3,M,,,1.519614448
7/7/2003,260,20-40,5,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,1.580053659
7/7/2003,260,40-60,5,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,1.439933366
7/7/2003,261,20-40,5,Cenrich,Namb,1,1,M,Koeleria cristata,C-3,1.665408627
7/7/2003,261,40-60,5,Cenrich,Namb,1,1,M,Koeleria cristata,C-3,1.209277601
7/7/2003,262,40-60,5,Cenrich,Nenrich,1,1,M,Lupinus perennis,Legume,1.590414667
7/7/2003,262,20-40,5,Cenrich,Nenrich,1,1,M,Lupinus perennis,Legume,1.345697535
7/7/2003,263,20-40,5,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,1.566979054
7/7/2003,263,40-60,5,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,1.660228123
7/7/2003,264,40-60,5,Cenrich,Namb,9,4,M,,,1.285505015
7/7/2003,264,20-40,5,Cenrich,Namb,9,4,M,,,1.619770855
7/7/2003,265,20-40,5,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,1.711539779
7/7/2003,265,40-60,5,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,1.254915373
7/7/2003,266,40-60,5,Cenrich,Namb,1,1,M,Bromus inermis,C-3,1.299319691
7/7/2003,266,20-40,5,Cenrich,Namb,1,1,M,Bromus inermis,C-3,1.577340062
7/7/2003,267,20-40,5,Cenrich,Nenrich,16,4,M,,,1.576106609
7/7/2003,267,40-60,5,Cenrich,Nenrich,16,4,M,,,1.52775524
7/7/2003,268,40-60,5,Cenrich,Namb,4,1,S,,C-3,1.425871998
7/7/2003,268,20-40,5,Cenrich,Namb,4,1,S,,C-3,0.843188666
7/7/2003,269,20-40,5,Cenrich,Namb,4,1,S,,Legume,1.407370199
7/7/2003,269,40-60,5,Cenrich,Namb,4,1,S,,Legume,1.54650373
7/7/2003,270,40-60,5,Cenrich,Namb,16,4,M,,,1.170547168
7/7/2003,270,20-40,5,Cenrich,Namb,16,4,M,,,1.631118625
7/7/2003,271,20-40,5,Cenrich,Nenrich,1,1,M,Anemone cylindrica,Forb,1.575119846
7/7/2003,271,40-60,5,Cenrich,Nenrich,1,1,M,Anemone cylindrica,Forb,1.30992739
7/7/2003,272,20-40,5,Cenrich,Namb,16,4,M,,,1.441166819
7/7/2003,272,40-60,5,Cenrich,Namb,16,4,M,,,1.085192201
7/7/2003,273,20-40,5,Cenrich,Nenrich,1,1,M,Sorghastrum nutans,C-4,1.100733712
7/7/2003,273,40-60,5,Cenrich,Nenrich,1,1,M,Sorghastrum nutans,C-4,1.267989978
7/7/2003,274,20-40,5,Cenrich,Namb,9,3,M,,,1.048928674
7/7/2003,274,40-60,5,Cenrich,Namb,9,3,M,,,1.528495312
7/7/2003,275,40-60,5,Cenrich,Nenrich,16,4,M,,,1.437219769
7/7/2003,275,20-40,5,Cenrich,Nenrich,16,4,M,,,1.624457977
7/7/2003,276,40-60,5,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,1.535896032
7/7/2003,276,20-40,5,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,1.049175365
7/7/2003,277,40-60,5,Cenrich,Namb,1,1,M,Sorghastrum nutans,C-4,1.606449559
7/7/2003,277,20-40,5,Cenrich,Namb,1,1,M,Sorghastrum nutans,C-4,1.508760059
7/7/2003,278,20-40,5,Cenrich,Namb,9,4,M,,,0.903627877
7/7/2003,278,40-60,5,Cenrich,Namb,9,4,M,,,1.351864801
7/7/2003,279,20-40,5,Cenrich,Namb,1,1,M,Amorpha canescens,Legume,1.681936901
7/7/2003,279,40-60,5,Cenrich,Namb,1,1,M,Amorpha canescens,Legume,1.561058479
7/7/2003,280,20-40,5,Cenrich,Nenrich,9,4,M,,,1.619277474
7/7/2003,280,40-60,5,Cenrich,Nenrich,9,4,M,,,1.479897252
7/7/2003,281,20-40,5,Cenrich,Namb,4,4,M,,,1.494945382
7/7/2003,281,40-60,5,Cenrich,Namb,4,4,M,,,1.638766036
7/7/2003,282,20-40,5,Cenrich,Nenrich,9,4,M,,,1.585234163
7/7/2003,282,40-60,5,Cenrich,Nenrich,9,4,M,,,1.503579555
7/7/2003,283,20-40,5,Cenrich,Namb,16,4,M,,,1.630131863
7/7/2003,283,40-60,5,Cenrich,Namb,16,4,M,,,1.164379902
7/7/2003,284,20-40,5,Cenrich,Nenrich,0,1,M,,,1.563278694
7/7/2003,284,40-60,5,Cenrich,Nenrich,0,1,M,,,1.100487022
7/7/2003,285,40-60,5,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,1.032893782
7/7/2003,285,20-40,5,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,1.522081355
7/7/2003,286,20-40,5,Cenrich,Nenrich,4,4,S,,,1.532195672
7/7/2003,286,40-60,5,Cenrich,Nenrich,4,4,S,,,1.764578271
7/7/2003,287,20-40,5,Cenrich,Nenrich,4,1,S,,C-3,1.642219705
7/7/2003,287,40-60,5,Cenrich,Nenrich,4,1,S,,C-3,1.48285754
7/7/2003,288,40-60,5,Cenrich,Namb,4,4,M,,,1.789000646
7/7/2003,288,20-40,5,Cenrich,Namb,4,4,M,,,1.86177439
7/7/2003,289,40-60,5,Cenrich,Namb,0,1,M,,,1.850426619
7/7/2003,289,20-40,5,Cenrich,Namb,0,1,M,,,1.713513305
7/7/2003,290,40-60,5,Cenrich,Nenrich,4,3,M,,,1.872135397
7/7/2003,290,20-40,5,Cenrich,Nenrich,4,3,M,,,1.748049997
7/7/2003,291,40-60,5,Cenrich,Namb,4,4,S,,,1.925913961
7/7/2003,291,20-40,5,Cenrich,Namb,4,4,S,,,1.89557101
7/7/2003,292,20-40,5,Cenrich,Nenrich,4,4,M,,,1.797881509
7/7/2003,292,40-60,5,Cenrich,Nenrich,4,4,M,,,1.975498783
7/7/2003,293,20-40,5,Cenrich,Nenrich,9,4,M,,,1.746569853
7/7/2003,293,40-60,5,Cenrich,Nenrich,9,4,M,,,1.897791226
7/7/2003,294,40-60,5,Cenrich,Nenrich,9,4,M,,,1.706112585
7/7/2003,294,20-40,5,Cenrich,Nenrich,9,4,M,,,1.873615541
7/7/2003,295,40-60,5,Cenrich,Namb,1,1,M,Petalostemum villosum,Legume,1.616317186
7/7/2003,295,20-40,5,Cenrich,Namb,1,1,M,Petalostemum villosum,Legume,1.857333958
7/7/2003,296,40-60,5,Cenrich,Nenrich,4,1,S,,Forb,1.902971729
7/7/2003,296,20-40,5,Cenrich,Nenrich,4,1,S,,Forb,1.677743159
7/7/2003,297,40-60,5,Cenrich,Namb,4,2,M,,,1.528988693
