Date,Plot,Depth,Ring,CO2 Treatment,Nitrogen Treatment,CountOfSpecies,CountOfGroup,Experiment,monospecies,Monogroup,Bulk Density (g/cm^3)
7/7/2003,297,20-40,5,Cenrich,Namb,4,2,M,,,1.745336399
7/7/2003,298,20-40,5,Cenrich,Nenrich,4,1,S,,Legume,1.839572231
7/7/2003,298,40-60,5,Cenrich,Nenrich,4,1,S,,Legume,1.454488115
7/7/2003,299,20-40,5,Cenrich,Namb,9,4,M,,,1.643206467
7/7/2003,299,40-60,5,Cenrich,Namb,9,4,M,,,1.622977834
7/7/2003,300,40-60,5,Cenrich,Namb,9,4,M,,,1.680950138
7/7/2003,300,20-40,5,Cenrich,Namb,9,4,M,,,1.738675752
7/7/2003,301,20-40,5,Cenrich,Nenrich,16,4,M,,,1.694764815
7/7/2003,301,40-60,5,Cenrich,Nenrich,16,4,M,,,1.731275032
7/7/2003,302,20-40,5,Cenrich,Namb,4,1,S,,Forb,1.717460355
7/7/2003,302,40-60,5,Cenrich,Namb,4,1,S,,Forb,1.209277601
7/7/2003,303,40-60,5,Cenrich,Namb,4,1,S,,C-4,1.499879196
7/7/2003,303,20-40,5,Cenrich,Namb,4,1,S,,C-4,1.684157116
7/7/2003,304,40-60,5,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,1.870408563
7/7/2003,304,20-40,5,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,1.500619268
7/7/2003,305,20-40,5,Cenrich,Namb,4,2,M,,,1.660968195
7/7/2003,305,40-60,5,Cenrich,Namb,4,2,M,,,1.721654096
7/7/2003,306,40-60,6,Camb,Namb,16,4,M,,,1.258369042
7/7/2003,306,20-40,6,Camb,Namb,16,4,M,,,1.698711865
7/7/2003,307,20-40,6,Camb,Nenrich,16,4,M,,,1.755204026
7/7/2003,307,40-60,6,Camb,Nenrich,16,4,M,,,1.21248458
7/7/2003,308,40-60,6,Camb,Namb,9,4,M,,,1.631858697
7/7/2003,308,20-40,6,Camb,Namb,9,4,M,,,1.762358055
7/7/2003,309,40-60,6,Camb,Namb,4,3,M,,,1.617550639
7/7/2003,309,20-40,6,Camb,Namb,4,3,M,,,0.752159814
7/7/2003,310,20-40,6,Camb,Nenrich,1,1,M,Koeleria cristata,C-3,1.453748043
7/7/2003,310,40-60,6,Camb,Nenrich,1,1,M,Koeleria cristata,C-3,1.437219769
7/7/2003,311,40-60,6,Camb,Nenrich,16,4,M,,,1.384921349
7/7/2003,311,20-40,6,Camb,Nenrich,16,4,M,,,1.628651719
7/7/2003,312,20-40,6,Camb,Namb,9,4,M,,,0.895240395
7/7/2003,312,40-60,6,Camb,Namb,9,4,M,,,1.570186033
7/7/2003,313,20-40,6,Camb,Namb,4,1,S,,Forb,1.645673374
7/7/2003,313,40-60,6,Camb,Namb,4,1,S,,Forb,1.542063298
7/7/2003,314,40-60,6,Camb,Namb,1,1,M,Solidago rigida,Forb,2.0384049
7/7/2003,314,20-40,6,Camb,Namb,1,1,M,Solidago rigida,Forb,1.781599926
7/7/2003,315,20-40,6,Camb,Namb,4,1,S,,C-4,1.392075378
7/7/2003,315,40-60,6,Camb,Namb,4,1,S,,C-4,1.257135589
7/7/2003,316,20-40,6,Camb,Nenrich,1,1,M,Amorpha canescens,Legume,0.654717004
7/7/2003,316,40-60,6,Camb,Nenrich,1,1,M,Amorpha canescens,Legume,1.2013835
7/7/2003,317,40-60,6,Camb,Nenrich,4,2,M,,,1.7532305
7/7/2003,317,20-40,6,Camb,Nenrich,4,2,M,,,1.722147478
7/7/2003,318,20-40,6,Camb,Nenrich,1,1,M,Lespedeza capitata,Legume,1.559084953
7/7/2003,318,40-60,6,Camb,Nenrich,1,1,M,Lespedeza capitata,Legume,1.361485737
7/7/2003,319,20-40,6,Camb,Nenrich,4,3,M,,,1.259355805
7/7/2003,319,40-60,6,Camb,Nenrich,4,3,M,,,1.206810695
7/7/2003,320,40-60,6,Camb,Namb,9,4,M,,,1.091359467
7/7/2003,320,20-40,6,Camb,Namb,9,4,M,,,1.600775674
7/7/2003,321,20-40,6,Camb,Nenrich,16,4,M,,,1.646660137
7/7/2003,321,40-60,6,Camb,Nenrich,16,4,M,,,1.19373609
7/7/2003,322,20-40,6,Camb,Namb,1,1,M,Lespedeza capitata,Legume,0.730944417
7/7/2003,322,40-60,6,Camb,Namb,1,1,M,Lespedeza capitata,Legume,1.353838327
7/7/2003,323,40-60,6,Camb,Namb,1,1,M,Bouteloua gracilis,C-4,1.612616826
7/7/2003,323,20-40,6,Camb,Namb,1,1,M,Bouteloua gracilis,C-4,1.705372513
7/7/2003,324,20-40,6,Camb,Nenrich,9,4,M,,,1.664175173
7/7/2003,324,40-60,6,Camb,Nenrich,9,4,M,,,1.602502509
7/7/2003,325,40-60,6,Camb,Namb,4,3,M,,,1.74928345
7/7/2003,325,20-40,6,Camb,Namb,4,3,M,,,1.631118625
7/7/2003,326,40-60,6,Camb,Nenrich,4,4,S,,,1.702165534
7/7/2003,326,20-40,6,Camb,Nenrich,4,4,S,,,1.64049287
7/7/2003,327,40-60,6,Camb,Nenrich,1,1,M,Anemone cylindrica,Forb,1.550944162
7/7/2003,327,20-40,6,Camb,Nenrich,1,1,M,Anemone cylindrica,Forb,1.772472372
7/7/2003,328,40-60,6,Camb,Nenrich,4,3,M,,,1.672069274
7/7/2003,328,20-40,6,Camb,Nenrich,4,3,M,,,1.638272654
7/7/2003,329,20-40,6,Camb,Namb,1,1,M,Asclepias tuberosa,Forb,1.724367694
7/7/2003,329,40-60,6,Camb,Namb,1,1,M,Asclepias tuberosa,Forb,1.502839483
7/7/2003,330,20-40,6,Camb,Namb,1,1,M,Amorpha canescens,Legume,1.655047619
7/7/2003,330,40-60,6,Camb,Namb,1,1,M,Amorpha canescens,Legume,1.799114963
7/7/2003,331,40-60,6,Camb,Namb,1,1,M,Sorghastrum nutans,C-4,1.690817764
7/7/2003,331,20-40,6,Camb,Namb,1,1,M,Sorghastrum nutans,C-4,1.440673438
7/7/2003,332,20-40,6,Camb,Namb,4,4,M,,,1.448320848
7/7/2003,332,40-60,6,Camb,Namb,4,4,M,,,1.420691495
7/7/2003,333,20-40,6,Camb,Nenrich,1,1,M,Poa pratensis,C-3,1.517640923
7/7/2003,333,40-60,6,Camb,Nenrich,1,1,M,Poa pratensis,C-3,1.512213728
7/7/2003,334,40-60,6,Camb,Namb,4,3,M,,,1.38146768
7/7/2003,334,20-40,6,Camb,Namb,4,3,M,,,1.576106609
7/7/2003,335,40-60,6,Camb,Nenrich,9,4,M,,,1.559578335
7/7/2003,335,20-40,6,Camb,Nenrich,9,4,M,,,1.432532646
7/7/2003,336,20-40,6,Camb,Namb,1,1,M,Koeleria cristata,C-3,1.551190852
7/7/2003,336,40-60,6,Camb,Namb,1,1,M,Koeleria cristata,C-3,1.7268346
7/7/2003,337,20-40,6,Camb,Namb,4,2,S,,,1.647153518
7/7/2003,337,40-60,6,Camb,Namb,4,2,S,,,1.872382088
7/7/2003,338,20-40,6,Camb,Nenrich,1,1,M,Solidago rigida,Forb,1.706605966
7/7/2003,338,40-60,6,Camb,Nenrich,1,1,M,Solidago rigida,Forb,1.821317122
7/7/2003,339,40-60,6,Camb,Namb,1,1,M,Achillea millefolium,Forb,1.657761216
7/7/2003,339,20-40,6,Camb,Namb,1,1,M,Achillea millefolium,Forb,1.676509706
7/7/2003,340,40-60,6,Camb,Nenrich,4,1,S,,C-3,1.942195544
7/7/2003,340,20-40,6,Camb,Nenrich,4,1,S,,C-3,1.500125886
7/7/2003,341,40-60,6,Camb,Nenrich,9,4,M,,,1.696985031
7/7/2003,341,20-40,6,Camb,Nenrich,9,4,M,,,1.591894811
7/7/2003,342,20-40,6,Camb,Nenrich,1,1,M,Asclepias tuberosa,Forb,1.635805748
7/7/2003,342,40-60,6,Camb,Nenrich,1,1,M,Asclepias tuberosa,Forb,1.866214821
7/7/2003,343,20-40,6,Camb,Namb,1,1,M,Andropogon gerardi,C-4,1.573639702
7/7/2003,343,40-60,6,Camb,Namb,1,1,M,Andropogon gerardi,C-4,1.654554238
7/7/2003,344,40-60,6,Camb,Namb,16,4,M,,,1.7004387
7/7/2003,344,20-40,6,Camb,Namb,16,4,M,,,1.759151076
7/7/2003,345,20-40,6,Camb,Namb,1,1,M,Schizachyrium scoparium,C-4,1.752737119
7/7/2003,345,40-60,6,Camb,Namb,1,1,M,Schizachyrium scoparium,C-4,1.771238918
7/7/2003,346,20-40,6,Camb,Namb,4,4,M,,,1.435986315
7/7/2003,346,40-60,6,Camb,Namb,4,4,M,,,1.670835821
7/7/2003,347,20-40,6,Camb,Namb,1,1,M,Petalostemum villosum,Legume,1.833651655
7/7/2003,347,40-60,6,Camb,Namb,1,1,M,Petalostemum villosum,Legume,1.460655381
7/7/2003,348,40-60,6,Camb,Nenrich,4,1,S,,C-4,1.614590351
7/7/2003,348,20-40,6,Camb,Nenrich,4,1,S,,C-4,1.849193166
7/7/2003,349,20-40,6,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,1.68563726
7/7/2003,349,40-60,6,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,1.420198113
7/7/2003,350,20-40,6,Camb,Nenrich,4,1,S,,Legume,1.595101789
7/7/2003,350,40-60,6,Camb,Nenrich,4,1,S,,Legume,1.671082512
7/7/2003,351,40-60,6,Camb,Nenrich,4,1,S,,Forb,1.438699913
7/7/2003,351,20-40,6,Camb,Nenrich,4,1,S,,Forb,1.578820206
7/7/2003,352,20-40,6,Camb,Nenrich,1,1,M,Bromus inermis,C-3,1.656774454
7/7/2003,352,40-60,6,Camb,Nenrich,1,1,M,Bromus inermis,C-3,1.599542221
7/7/2003,353,40-60,6,Camb,Nenrich,4,3,M,,,1.589921285
7/7/2003,353,20-40,6,Camb,Nenrich,4,3,M,,,1.715733521
7/7/2003,354,40-60,6,Camb,Nenrich,16,4,M,,,1.71178647
7/7/2003,354,20-40,6,Camb,Nenrich,16,4,M,,,1.316341347
7/7/2003,355,20-40,6,Camb,Namb,16,4,M,,,1.405643365
7/7/2003,355,40-60,6,Camb,Namb,16,4,M,,,1.66294172
7/7/2003,356,20-40,6,Camb,Namb,9,4,M,,,1.602255818
7/7/2003,356,40-60,6,Camb,Namb,9,4,M,,,1.591154739
7/7/2003,357,20-40,6,Camb,Nenrich,9,4,M,,,1.811696186
7/7/2003,357,40-60,6,Camb,Nenrich,9,4,M,,,1.418717969
7/7/2003,358,20-40,6,Camb,Namb,16,4,M,,,1.522821427
7/7/2003,358,40-60,6,Camb,Namb,16,4,M,,,1.399476098
7/7/2003,359,40-60,6,Camb,Namb,4,4,S,,,1.164379902
7/7/2003,359,20-40,6,Camb,Namb,4,4,S,,,1.696985031
7/7/2003,360,20-40,6,Camb,Nenrich,9,4,M,,,1.815149855
7/7/2003,360,40-60,6,Camb,Nenrich,9,4,M,,,1.400956242
7/7/2003,361,20-40,6,Camb,Namb,9,4,M,,,1.559825025
7/7/2003,361,40-60,6,Camb,Namb,9,4,M,,,1.134777023
7/7/2003,362,40-60,6,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,1.534169197
7/7/2003,362,20-40,6,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,1.668615605
7/7/2003,363,20-40,6,Camb,Namb,4,1,S,,Legume,1.588194451
7/7/2003,363,40-60,6,Camb,Namb,4,1,S,,Legume,1.062990042
7/7/2003,364,20-40,6,Camb,Namb,4,1,S,,C-3,1.574626465
7/7/2003,364,40-60,6,Camb,Namb,4,1,S,,C-3,1.724614384
7/7/2003,365,40-60,6,Camb,Nenrich,4,2,M,,,1.476936964
7/7/2003,365,20-40,6,Camb,Nenrich,4,2,M,,,1.530962218
7/7/2003,366,40-60,6,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,1.372340126
7/7/2003,366,20-40,6,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,1.593128264
7/7/2003,367,40-60,2,Camb,Namb,0,1,M,,,1.752490429
7/7/2003,367,20-40,2,Camb,Namb,0,1,M,,,1.46780941
7/7/2003,368,20-40,3,Cenrich,Nenrich,0,1,M,,,1.609409847
7/7/2003,368,40-60,3,Cenrich,Nenrich,0,1,M,,,1.198916594
7/7/2003,369,40-60,4,Camb,Nenrich,0,1,M,,,1.618290711
7/7/2003,369,20-40,4,Camb,Nenrich,0,1,M,,,1.40021617
7/7/2003,370,20-40,6,Camb,Namb,0,1,M,,,1.658747979
7/7/2003,370,40-60,6,Camb,Namb,0,1,M,,,1.209277601
7/7/2003,371,20-40,6,Camb,Nenrich,0,1,M,,,1.590414667
7/7/2003,371,40-60,6,Camb,Nenrich,0,1,M,,,1.337063362
6/11/2004,1,20-Oct,1,Cenrich,Namb,4,2,M,,,1.438551898
6/11/2004,1,0-10,1,Cenrich,Namb,4,2,M,,,1.287034497
6/11/2004,2,20-Oct,1,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,1.465885223
6/11/2004,2,0-10,1,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,1.207501429
6/11/2004,3,20-Oct,1,Cenrich,Nenrich,4,1,S,,Legume,1.405199321
6/11/2004,3,0-10,1,Cenrich,Nenrich,4,1,S,,Legume,1.26794064
6/11/2004,4,20-Oct,1,Cenrich,Namb,4,3,M,,,1.41156394
6/11/2004,4,0-10,1,Cenrich,Namb,4,3,M,,,1.39942676
6/11/2004,5,20-Oct,1,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,1.407567552
6/11/2004,5,0-10,1,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,1.321373836
6/11/2004,6,0-10,1,Cenrich,Namb,4,1,S,,C-4,1.262316093
6/11/2004,6,20-Oct,1,Cenrich,Namb,4,1,S,,C-4,1.335484542
6/11/2004,7,0-10,1,Cenrich,Namb,9,4,M,,,1.303957476
6/11/2004,7,20-Oct,1,Cenrich,Namb,9,4,M,,,1.171385916
6/11/2004,8,20-Oct,1,Cenrich,Nenrich,1,1,M,Schizachyrium scoparium,C-4,1.555581946
6/11/2004,8,0-10,1,Cenrich,Nenrich,1,1,M,Schizachyrium scoparium,C-4,1.442498949
6/11/2004,9,20-Oct,1,Cenrich,Namb,4,1,S,,C-3,1.51798629
6/11/2004,9,0-10,1,Cenrich,Namb,4,1,S,,C-3,1.300059763
6/11/2004,10,20-Oct,1,Cenrich,Nenrich,4,3,M,,,1.391581997
6/11/2004,10,0-10,1,Cenrich,Nenrich,4,3,M,,,1.299714396
6/11/2004,11,0-10,1,Cenrich,Nenrich,9,4,M,,,1.254619344
6/11/2004,11,20-Oct,1,Cenrich,Nenrich,9,4,M,,,1.465885223
6/11/2004,12,0-10,1,Cenrich,Nenrich,9,4,M,,,1.257184927
6/11/2004,12,20-Oct,1,Cenrich,Nenrich,9,4,M,,,1.437565136
6/11/2004,13,20-Oct,1,Cenrich,Nenrich,16,4,M,,,1.424885236
6/11/2004,13,0-10,1,Cenrich,Nenrich,16,4,M,,,1.289698756
6/11/2004,14,0-10,1,Cenrich,Namb,4,4,S,,,1.362669852
6/11/2004,14,20-Oct,1,Cenrich,Namb,4,4,S,,,1.459668618
6/11/2004,15,0-10,1,Cenrich,Namb,4,3,M,,,1.392470083
6/11/2004,15,20-Oct,1,Cenrich,Namb,4,3,M,,,1.460655381
6/11/2004,16,20-Oct,1,Cenrich,Namb,9,4,M,,,1.425131926
6/11/2004,16,0-10,1,Cenrich,Namb,9,4,M,,,1.37855673
6/11/2004,17,20-Oct,1,Cenrich,Namb,9,4,M,,,1.392075378
6/11/2004,17,0-10,1,Cenrich,Namb,9,4,M,,,1.220329343
6/11/2004,18,20-Oct,1,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,1.491442375
6/11/2004,18,0-10,1,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,1.429720373
6/11/2004,19,20-Oct,1,Cenrich,Namb,4,3,M,,,1.360498974
6/11/2004,19,0-10,1,Cenrich,Namb,4,3,M,,,1.212040537
6/11/2004,20,20-Oct,1,Cenrich,Nenrich,4,1,S,,Forb,1.575119846
6/11/2004,20,0-10,1,Cenrich,Nenrich,4,1,S,,Forb,1.388671047
6/11/2004,21,20-Oct,1,Cenrich,Nenrich,9,4,M,,,1.316637375
6/11/2004,21,0-10,1,Cenrich,Nenrich,9,4,M,,,1.377569968
6/11/2004,22,20-Oct,1,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,1.481476073
6/11/2004,22,0-10,1,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,1.427500157
6/11/2004,23,20-Oct,1,Cenrich,Namb,16,4,M,,,1.382207752
6/11/2004,23,0-10,1,Cenrich,Namb,16,4,M,,,1.266065791
6/11/2004,24,0-10,1,Cenrich,Namb,1,1,M,Agropyron repens,C-3,1.451281136
6/11/2004,24,20-Oct,1,Cenrich,Namb,1,1,M,Agropyron repens,C-3,1.403768516
6/11/2004,25,20-Oct,1,Cenrich,Nenrich,0,1,M,,,1.445508575
6/11/2004,25,0-10,1,Cenrich,Nenrich,0,1,M,,,1.527705902
6/11/2004,26,0-10,1,Cenrich,Namb,9,4,M,,,1.255606107
6/11/2004,26,20-Oct,1,Cenrich,Namb,9,4,M,,,1.353838327
6/11/2004,27,0-10,1,Cenrich,Namb,4,1,S,,Forb,1.512756448
6/11/2004,27,20-Oct,1,Cenrich,Namb,4,1,S,,Forb,1.458731194
6/11/2004,28,0-10,1,Cenrich,Namb,4,2,M,,,1.430411107
6/11/2004,28,20-Oct,1,Cenrich,Namb,4,2,M,,,1.414129523
6/11/2004,29,20-Oct,1,Cenrich,Nenrich,4,2,M,,,1.437861164
6/11/2004,29,0-10,1,Cenrich,Nenrich,4,2,M,,,1.420938185
6/11/2004,30,0-10,1,Cenrich,Nenrich,16,4,M,,,1.364988744
6/11/2004,30,20-Oct,1,Cenrich,Nenrich,16,4,M,,,1.522081355
6/11/2004,31,0-10,1,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,1.426858761
6/11/2004,31,20-Oct,1,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,1.499879196
6/11/2004,32,20-Oct,1,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,1.589427904
6/11/2004,32,0-10,1,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,1.48340026
6/11/2004,33,0-10,1,Cenrich,Namb,16,4,M,,,1.277512237
6/11/2004,33,20-Oct,1,Cenrich,Namb,16,4,M,,,1.469240216
6/11/2004,34,0-10,1,Cenrich,Nenrich,9,4,M,,,1.349299218
6/11/2004,34,20-Oct,1,Cenrich,Nenrich,9,4,M,,,1.405544688
6/11/2004,35,20-Oct,1,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,1.422714358
6/11/2004,35,0-10,1,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,1.43031243
6/11/2004,36,20-Oct,1,Cenrich,Nenrich,1,1,M,Agropyron repens,C-3,1.570038018
6/11/2004,36,0-10,1,Cenrich,Nenrich,1,1,M,Agropyron repens,C-3,1.478219756
6/11/2004,37,20-Oct,1,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,1.535451988
6/11/2004,37,0-10,1,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,1.282100683
6/11/2004,38,0-10,1,Cenrich,Nenrich,4,2,M,,,1.317328109
6/11/2004,38,20-Oct,1,Cenrich,Nenrich,4,2,M,,,1.473137928
6/11/2004,39,20-Oct,1,Cenrich,Namb,1,1,M,Bromus inermis,C-3,1.50214875
6/11/2004,39,0-10,1,Cenrich,Namb,1,1,M,Bromus inermis,C-3,1.479009166
6/11/2004,40,0-10,1,Cenrich,Namb,1,1,M,Poa pratensis,C-3,1.44220292
6/11/2004,40,20-Oct,1,Cenrich,Namb,1,1,M,Poa pratensis,C-3,1.524400247
6/11/2004,41,0-10,1,Cenrich,Nenrich,4,1,S,,C-3,1.009408831
6/11/2004,41,20-Oct,1,Cenrich,Nenrich,4,1,S,,C-3,1.479798576
6/11/2004,42,20-Oct,1,Cenrich,Namb,1,1,M,Solidago rigida,Forb,1.428042876
6/11/2004,42,0-10,1,Cenrich,Namb,1,1,M,Solidago rigida,Forb,1.460655381
6/11/2004,43,20-Oct,1,Cenrich,Nenrich,16,4,M,,,1.535797355
6/11/2004,43,0-10,1,Cenrich,Nenrich,16,4,M,,,1.51137498
6/11/2004,44,20-Oct,1,Cenrich,Nenrich,4,3,M,,,1.500273901
6/11/2004,44,0-10,1,Cenrich,Nenrich,4,3,M,,,1.471805799
6/11/2004,45,20-Oct,1,Cenrich,Namb,16,4,M,,,1.438157193
6/11/2004,45,0-10,1,Cenrich,Namb,16,4,M,,,1.275884079
6/11/2004,46,20-Oct,1,Cenrich,Namb,1,1,M,Anemone cylindrica,Forb,1.481328058
6/11/2004,46,0-10,1,Cenrich,Namb,1,1,M,Anemone cylindrica,Forb,1.393555522
6/11/2004,47,0-10,1,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,1.459816633
6/11/2004,47,20-Oct,1,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,1.590266652
6/11/2004,48,0-10,1,Cenrich,Namb,9,4,M,,,0.6173187
6/11/2004,48,20-Oct,1,Cenrich,Namb,9,4,M,,,1.411119897
6/11/2004,49,0-10,1,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,1.348805837
6/11/2004,49,20-Oct,1,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,1.494402663
6/11/2004,50,0-10,1,Cenrich,Nenrich,9,4,M,,,1.369281162
6/11/2004,50,20-Oct,1,Cenrich,Nenrich,9,4,M,,,1.430559121
6/11/2004,51,20-Oct,1,Cenrich,Namb,16,4,M,,,1.551684234
6/11/2004,51,0-10,1,Cenrich,Namb,16,4,M,,,1.03294312
6/11/2004,52,0-10,1,Cenrich,Nenrich,16,4,M,,,1.275538712
6/11/2004,52,20-Oct,1,Cenrich,Nenrich,16,4,M,,,1.397601249
6/11/2004,53,0-10,1,Cenrich,Nenrich,1,1,M,Solidago rigida,Forb,1.37327755
6/11/2004,53,20-Oct,1,Cenrich,Nenrich,1,1,M,Solidago rigida,Forb,1.296507418
6/11/2004,54,0-10,1,Cenrich,Nenrich,4,1,S,,C-4,1.482956217
6/11/2004,54,20-Oct,1,Cenrich,Nenrich,4,1,S,,C-4,1.477825051
6/11/2004,55,20-Oct,1,Cenrich,Namb,1,1,M,Lupinus perennis,Legume,1.482216145
6/11/2004,55,0-10,1,Cenrich,Namb,1,1,M,Lupinus perennis,Legume,1.480143943
6/11/2004,56,0-10,1,Cenrich,Namb,4,1,S,,Legume,1.513348505
6/11/2004,56,20-Oct,1,Cenrich,Namb,4,1,S,,Legume,1.590414667
6/11/2004,57,0-10,1,Cenrich,Namb,1,1,M,Schizachyrium scoparium,C-4,1.400709551
6/11/2004,57,20-Oct,1,Cenrich,Namb,1,1,M,Schizachyrium scoparium,C-4,1.507575944
6/11/2004,58,20-Oct,1,Cenrich,Nenrich,4,3,M,,,1.409097034
6/11/2004,58,0-10,1,Cenrich,Nenrich,4,3,M,,,1.371304025
6/11/2004,59,20-Oct,1,Cenrich,Nenrich,4,4,S,,,1.40761689
6/11/2004,59,0-10,1,Cenrich,Nenrich,4,4,S,,,1.435443596
6/11/2004,60,0-10,1,Cenrich,Nenrich,1,1,M,Andropogon gerardi,C-4,1.142325757
6/11/2004,60,20-Oct,1,Cenrich,Nenrich,1,1,M,Andropogon gerardi,C-4,1.264585647
6/11/2004,61,0-10,1,Cenrich,Namb,0,1,M,,,1.440969467
6/11/2004,61,20-Oct,1,Cenrich,Namb,0,1,M,,,1.413882832
6/11/2004,62,0-10,2,Camb,Namb,4,4,S,,,1.412994746
6/11/2004,62,20-Oct,2,Camb,Namb,4,4,S,,,1.448468863
6/11/2004,63,20-Oct,2,Camb,Namb,4,3,M,,,1.393999566
6/11/2004,63,0-10,2,Camb,Namb,4,3,M,,,1.424342516
6/11/2004,64,20-Oct,2,Camb,Nenrich,16,4,M,,,1.637137877
6/11/2004,64,0-10,2,Camb,Nenrich,16,4,M,,,1.326702354
6/11/2004,65,20-Oct,2,Camb,Nenrich,9,4,M,,,1.373228212
6/11/2004,65,0-10,2,Camb,Nenrich,9,4,M,,,1.280423187
6/11/2004,66,0-10,2,Camb,Nenrich,9,4,M,,,1.181401557
6/11/2004,66,20-Oct,2,Camb,Nenrich,9,4,M,,,1.492182447
6/11/2004,67,20-Oct,2,Camb,Namb,16,4,M,,,1.467957425
6/11/2004,67,0-10,2,Camb,Namb,16,4,M,,,1.352900902
6/11/2004,68,0-10,2,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,1.404261897
6/11/2004,68,20-Oct,2,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,1.441166819
6/11/2004,69,20-Oct,2,Camb,Namb,16,4,M,,,1.601515746
6/11/2004,69,0-10,2,Camb,Namb,16,4,M,,,1.255063387
6/11/2004,70,20-Oct,2,Camb,Namb,1,1,M,Andropogon gerardi,C-4,1.423553106
6/11/2004,70,0-10,2,Camb,Namb,1,1,M,Andropogon gerardi,C-4,1.34767106
6/11/2004,71,0-10,2,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,1.396121105
6/11/2004,71,20-Oct,2,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,1.442005567
6/11/2004,72,0-10,2,Camb,Nenrich,1,1,M,Petalostemum villosum,Legume,1.523068117
6/11/2004,72,20-Oct,2,Camb,Nenrich,1,1,M,Petalostemum villosum,Legume,1.533133096
6/11/2004,73,20-Oct,2,Camb,Nenrich,0,1,M,,,1.423799797
6/11/2004,73,0-10,2,Camb,Nenrich,0,1,M,,,1.41817525
6/11/2004,74,0-10,2,Camb,Nenrich,4,1,S,,Legume,1.476492921
6/11/2004,74,20-Oct,2,Camb,Nenrich,4,1,S,,Legume,1.385809436
6/11/2004,75,0-10,2,Camb,Nenrich,4,3,M,,,1.48048931
6/11/2004,75,20-Oct,2,Camb,Nenrich,4,3,M,,,1.429967063
6/11/2004,76,20-Oct,2,Camb,Nenrich,4,1,S,,C-4,1.560269068
6/11/2004,76,0-10,2,Camb,Nenrich,4,1,S,,C-4,1.351864801
